step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
248,,,,,8.099291153484955e-05,0.015527206473052502,0.0004286766634322703,0.0004286766634322703,,,,
249,,,,,8.787316619418561e-05,0.016538633033633232,0.00045740240602754056,0.00045740240602754056,,,,
250,0.0014731271658092737,0.14082391560077667,0.004257161635905504,0.004257161635905504,7.990386075107381e-05,0.01575419306755066,0.0004338067665230483,0.0004338067665230483,53.100474266915974,55.45454545454545,6.013984891454983,3.3474862778878345
251,,,,,8.274805441033095e-05,0.01551720779389143,0.00042930422932840884,0.00042930422932840884,,,,
252,,,,,8.081529813352972e-05,0.014967510476708412,0.0004145954444538802,0.0004145954444538802,,,,
253,,,,,8.16494066384621e-05,0.014673714525997639,0.0004076675686519593,0.0004076675686519593,,,,
254,,,,,8.292622078442946e-05,0.014833616092801094,0.00041230348870158195,0.00041230348870158195,,,,
255,,,,,8.461557445116341e-05,0.015512468293309212,0.0004301195149309933,0.0004301195149309933,,,,
256,,,,,8.34040401969105e-05,0.015041787177324295,0.00041774671990424395,0.00041774671990424395,,,,
257,,,,,8.800072828307748e-05,0.016304269433021545,0.0004516071639955044,0.0004516071639955044,,,,
258,,,,,8.002965478226542e-05,0.01538518350571394,0.00042464438593015075,0.00042464438593015075,,,,
259,,,,,8.607426570961252e-05,0.016260426491498947,0.0004495477769523859,0.0004495477769523859,,,,
260,0.0014651765814051032,0.14138604700565338,0.004267239943146706,0.004267239943146706,8.10468482086435e-05,0.015253234654664993,0.0004218543181195855,0.0004218543181195855,53.100474266915974,55.45454545454545,6.181730386932086,3.373661261648763
261,,,,,8.340540080098435e-05,0.016175756230950356,0.0004460965865291655,0.0004460965865291655,,,,
262,,,,,8.251848339568824e-05,0.015350430272519588,0.0004250199708621949,0.0004250199708621949,,,,
263,,,,,8.34514430607669e-05,0.01591063290834427,0.00043949155951850116,0.00043949155951850116,,,,
264,,,,,8.054771751631051e-05,0.015427988953888416,0.00042597364517860115,0.00042597364517860115,,,,
265,,,,,7.836782606318593e-05,0.014495260082185268,0.00040156542672775686,0.00040156542672775686,,,,
266,,,,,8.08823315310292e-05,0.014888438396155834,0.00041265206527896225,0.00041265206527896225,,,,
267,,,,,8.281710324808955e-05,0.015059186145663261,0.00041788816452026367,0.00041788816452026367,,,,
268,,,,,8.619902655482292e-05,0.015363293699920177,0.00042718183249235153,0.00042718183249235153,,,,
269,,,,,8.395784971071407e-05,0.015545366331934929,0.0004306130576878786,0.0004306130576878786,,,,
270,0.001486621331423521,0.14261069893836975,0.004308578558266163,0.004308578558266163,8.076772064669058e-05,0.015086016617715359,0.00041753429104574025,0.00041753429104574025,53.083972616750955,55.45454545454545,5.4279225328406,3.3312892183907086
271,,,,,8.138385601341724e-05,0.015653662383556366,0.0004320334701333195,0.0004320334701333195,,,,
272,,,,,8.212871034629643e-05,0.015619554556906223,0.00043155322782695293,0.00043155322782695293,,,,
273,,,,,8.25646857265383e-05,0.015206284821033478,0.0004214394430164248,0.0004214394430164248,,,,
274,,,,,8.360732317669317e-05,0.015121905133128166,0.00041985130519606173,0.00041985130519606173,,,,
275,,,,,8.150526991812512e-05,0.01571110263466835,0.0004335302219260484,0.0004335302219260484,,,,
276,,,,,8.446908759651706e-05,0.01560580637305975,0.00043237971840426326,0.00043237971840426326,,,,
277,,,,,8.129904745146632e-05,0.014773305505514145,0.0004099821380805224,0.0004099821380805224,,,,
278,,,,,8.225739293266088e-05,0.01556488312780857,0.00043025080231018364,0.00043025080231018364,,,,
279,,,,,8.210453961510211e-05,0.015066531486809254,0.00041771557880565524,0.00041771557880565524,,,,
280,0.001458816579543054,0.1402277797460556,0.004235102795064449,0.004235102795064449,8.251141116488725e-05,0.015346583910286427,0.00042492031934671104,0.00042492031934671104,53.33019158734938,55.68181818181819,5.336174121714364,3.331404221156684
281,,,,,8.186105696950108e-05,0.015364238061010838,0.00042503647273406386,0.00042503647273406386,,,,
282,,,,,8.044511923799291e-05,0.01547291874885559,0.00042704553925432265,0.00042704553925432265,,,,
283,,,,,8.281916234409437e-05,0.015481609851121902,0.0004284498863853514,0.0004284498863853514,,,,
284,,,,,7.923791417852044e-05,0.0149272745475173,0.0004128008440602571,0.0004128008440602571,,,,
285,,,,,8.309589611599222e-05,0.015578534454107285,0.0004310112854000181,0.0004310112854000181,,,,
286,,,,,8.008092117961496e-05,0.01458302978426218,0.0004046162066515535,0.0004046162066515535,,,,
287,,,,,8.063940185820684e-05,0.014806979335844517,0.00041049416176974773,0.00041049416176974773,,,,
288,,,,,8.173482638085261e-05,0.014557038433849812,0.00040479336166754365,0.00040479336166754365,,,,
289,,,,,8.049778261920437e-05,0.015273699536919594,0.0004220914270263165,0.0004220914270263165,,,,
290,0.0014812950976192951,0.14101921021938324,0.004266128409653902,0.004266128409653902,8.16987594589591e-05,0.01571030355989933,0.0004336069687269628,0.0004336069687269628,53.117640070183604,55.45454545454545,5.92716571263714,3.365877058377582
291,,,,,8.335254096891731e-05,0.016022536903619766,0.00044223968870937824,0.00044223968870937824,,,,
292,,,,,8.02622816991061e-05,0.015340455807745457,0.0004236425447743386,0.0004236425447743386,,,,
293,,,,,8.319619519170374e-05,0.015523148700594902,0.00042967681656591594,0.00042967681656591594,,,,
294,,,,,7.997820648597553e-05,0.014763498678803444,0.00040907657239586115,0.00040907657239586115,,,,
295,,,,,8.026994328247383e-05,0.014573906548321247,0.0004044826200697571,0.0004044826200697571,,,,
296,,,,,7.900097261881456e-05,0.014075001701712608,0.00039137553540058434,0.00039137553540058434,,,,
297,,,,,8.129630441544577e-05,0.01485673151910305,0.00041206643800251186,0.00041206643800251186,,,,
298,,,,,8.177160634659231e-05,0.015583540312945843,0.00043047431972809136,0.00043047431972809136,,,,
299,,,,,8.165203325916082e-05,0.014626724645495415,0.00040649413131177425,0.00040649413131177425,,,,
300,0.0014517733361572027,0.13776974380016327,0.004170130472630262,0.004170130472630262,8.151480869855732e-05,0.014933285303413868,0.0004140895325690508,0.0004140895325690508,53.4196121393117,55.68181818181819,5.861926449030751,3.360673860497567
