step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
90,0.0015489854849874973,0.15758061408996582,0.004714007955044508,0.004714007955044508,0.00016008998500183225,0.03730989620089531,0.001012792345136404,0.001012792345136404,47.02825943973521,50.45454545454546,12.021754639853542,5.539960057827933
91,,,,,0.0001250614586751908,0.02790132910013199,0.0007600639946758747,0.0007600639946758747,,,,
92,,,,,0.00011634714610408992,0.025704942643642426,0.0007007971871644258,0.0007007971871644258,,,,
93,,,,,0.0001110319935833104,0.023736633360385895,0.000648931716568768,0.000648931716568768,,,,
94,,,,,0.00011051147885154933,0.023655638098716736,0.0006466467748396099,0.0006466467748396099,,,,
95,,,,,0.00011223740148125216,0.02468796819448471,0.000673317932523787,0.000673317932523787,,,,
96,,,,,0.0001057647677953355,0.021988656371831894,0.0006025988841429353,0.0006025988841429353,,,,
97,,,,,0.0001057601475622505,0.02180555835366249,0.0005980190471746027,0.0005980190471746027,,,,
98,,,,,0.00010402897896710783,0.02265745773911476,0.0006184510421007872,0.0006184510421007872,,,,
99,,,,,0.00010521044168854132,0.022077664732933044,0.0006045467453077435,0.0006045467453077435,,,,
100,0.0013342557940632105,0.13985183835029602,0.004163424018770456,0.004163424018770456,0.00010523399396333843,0.021291300654411316,0.0005848995642736554,0.0005848995642736554,51.684480104986974,54.545454545454554,5.767041331263322,3.54284176917216
101,,,,,0.00010199365351581946,0.02147803083062172,0.0005879476084373891,0.0005879476084373891,,,,
102,,,,,0.0001003044453682378,0.020494401454925537,0.0005625123158097267,0.0005625123158097267,,,,
103,,,,,9.625931124901399e-05,0.019532790407538414,0.0005364494281820953,0.0005364494281820953,,,,
104,,,,,0.00010177943477174267,0.02108590677380562,0.0005780374049209058,0.0005780374049209058,,,,
105,,,,,9.854911331785843e-05,0.020643433555960655,0.0005653603584505618,0.0005653603584505618,,,,
106,,,,,9.924044570652768e-05,0.020319268107414246,0.0005576019175350666,0.0005576019175350666,,,,
107,,,,,9.775145736057311e-05,0.02004651166498661,0.0005500385304912925,0.0005500385304912925,,,,
108,,,,,9.708545258035883e-05,0.02098740264773369,0.0005732277641072869,0.0005732277641072869,,,,
109,,,,,9.952455729944631e-05,0.019569355994462967,0.0005389961297623813,0.0005389961297623813,,,,
110,0.001433938043192029,0.14100851118564606,0.0042421817779541016,0.0042421817779541016,9.60824909270741e-05,0.018620213493704796,0.000513546634465456,0.000513546634465456,52.34132004667824,54.77272727272727,6.67818291151025,3.382586556772946
111,,,,,9.814331860980019e-05,0.019442344084382057,0.0005351302679628134,0.0005351302679628134,,,,
112,,,,,9.377155220136046e-05,0.019729455932974815,0.0005401222151704133,0.0005401222151704133,,,,
113,,,,,9.691503510111943e-05,0.019215594977140427,0.0005288474494591355,0.0005288474494591355,,,,
114,,,,,9.659739589551464e-05,0.0206952765583992,0.0005656806170009077,0.0005656806170009077,,,,
115,,,,,9.709712321637198e-05,0.019610019400715828,0.0005387990386225283,0.0005387990386225283,,,,
116,,,,,9.24276901059784e-05,0.01842624880373478,0.0005068700411356986,0.0005068700411356986,,,,
117,,,,,9.109365055337548e-05,0.01831955462694168,0.0005035356734879315,0.0005035356734879315,,,,
118,,,,,9.216101898346096e-05,0.019063619896769524,0.0005226710345596075,0.0005226710345596075,,,,
119,,,,,9.24449268495664e-05,0.01754778064787388,0.0004849170509260148,0.0004849170509260148,,,,
120,0.001435583457350731,0.14706070721149445,0.004394310526549816,0.004394310526549816,9.143841452896595e-05,0.01841847226023674,0.0005061809788458049,0.0005061809788458049,52.51921325733401,55.00000000000001,5.923075151874086,3.404226216149854
121,,,,,9.165349911199883e-05,0.017838912084698677,0.0004917995538562536,0.0004917995538562536,,,,
122,,,,,9.459821012569591e-05,0.01937578245997429,0.0005316936876624823,0.0005316936876624823,,,,
123,,,,,8.841999806463718e-05,0.01739332638680935,0.0004790431703440845,0.0004790431703440845,,,,
124,,,,,9.041540761245415e-05,0.017462536692619324,0.00048177107237279415,0.00048177107237279415,,,,
125,,,,,8.73052267706953e-05,0.016773290932178497,0.00046298486995510757,0.00046298486995510757,,,,
126,,,,,8.603947935625911e-05,0.016301264986395836,0.0004505514516495168,0.0004505514516495168,,,,
127,,,,,8.610630175098777e-05,0.016429508104920387,0.00045379085349850357,0.00045379085349850357,,,,
128,,,,,9.189221600536257e-05,0.017923632636666298,0.0004940369399264455,0.0004940369399264455,,,,
129,,,,,8.815834007691592e-05,0.018198281526565552,0.0004990362212993205,0.0004990362212993205,,,,
130,0.0015015032840892673,0.1452866792678833,0.004382919054478407,0.004382919054478407,8.791300206212327e-05,0.017624612897634506,0.00048457185039296746,0.00048457185039296746,52.88902418776239,55.22727272727273,6.610582239274289,3.3736629388653316
131,,,,,8.986506873043254e-05,0.017192697152495384,0.0004747499478980899,0.0004747499478980899,,,,
132,,,,,8.558081754017621e-05,0.016931986436247826,0.00046609010314568877,0.00046609010314568877,,,,
133,,,,,8.830984006635845e-05,0.017236797139048576,0.00047507486306130886,0.00047507486306130886,,,,
134,,,,,8.959124534158036e-05,0.01705239899456501,0.0004711056244559586,0.0004711056244559586,,,,
135,,,,,8.526340388925746e-05,0.016753125935792923,0.0004614598583430052,0.0004614598583430052,,,,
136,,,,,8.583916496718302e-05,0.017213528975844383,0.00047325785271823406,0.00047325785271823406,,,,
137,,,,,8.536814857507125e-05,0.01641613245010376,0.00045308738481253386,0.00045308738481253386,,,,
138,,,,,8.8691791461315e-05,0.016488242894411087,0.00045655202120542526,0.00045655202120542526,,,,
139,,,,,8.939272811403498e-05,0.01675664633512497,0.00046361255226656795,0.00046361255226656795,,,,
140,0.0014822424855083227,0.14243941009044647,0.00430210679769516,0.00430210679769516,8.600713044870645e-05,0.016681600362062454,0.0004600436077453196,0.0004600436077453196,52.98424430932207,55.454545454545446,5.875332179546583,3.337345635375151
141,,,,,8.79111685208045e-05,0.016819361597299576,0.00046443959581665695,0.00046443959581665695,,,,
142,,,,,8.812306623440236e-05,0.01710544526576996,0.0004716977127827704,0.0004716977127827704,,,,
143,,,,,8.616622653789818e-05,0.016395946964621544,0.00045298176701180637,0.00045298176701180637,,,,
144,,,,,8.978897676570341e-05,0.017098363488912582,0.0004723535676021129,0.0004723535676021129,,,,
145,,,,,8.634538244223222e-05,0.0163703765720129,0.00045243208296597004,0.00045243208296597004,,,,
146,,,,,8.77152633620426e-05,0.01724676415324211,0.00047502669622190297,0.00047502669622190297,,,,
147,,,,,8.718913159100339e-05,0.01663174480199814,0.0004593882185872644,0.0004593882185872644,,,,
148,,,,,8.753069414524361e-05,0.01648412086069584,0.0004558683722279966,0.0004558683722279966,,,,
149,,,,,8.680633618496358e-05,0.01637464202940464,0.0004527691926341504,0.0004527691926341504,,,,
150,0.001469759619794786,0.1424376368522644,0.004295820835977793,0.004295820835977793,9.144035720964894e-05,0.017756348475813866,0.0004896289319731295,0.0004896289319731295,52.675697846045026,55.22727272727273,5.704549008392562,3.37156062147447
151,,,,,8.970330964075401e-05,0.01768985204398632,0.0004870979464612901,0.0004870979464612901,,,,
152,,,,,8.604846516391262e-05,0.01780393160879612,0.0004881225759163499,0.0004881225759163499,,,,
153,,,,,8.60555810504593e-05,0.0163414403796196,0.0004515637701842934,0.0004515637701842934,,,,
154,,,,,8.87134883669205e-05,0.017311178147792816,0.00047713620006106794,0.00047713620006106794,,,,
155,,,,,8.718470053281635e-05,0.016836218535900116,0.0004644978034775704,0.0004644978034775704,,,,
156,,,,,8.646260539535433e-05,0.016693823039531708,0.0004605769645422697,0.0004605769645422697,,,,
157,,,,,8.48027557367459e-05,0.017001254484057426,0.00046743269194848835,0.00046743269194848835,,,,
158,,,,,8.666708890814334e-05,0.016832366585731506,0.0004641427949536592,0.0004641427949536592,,,,
159,,,,,8.591733785578981e-05,0.016841474920511246,0.0004639955295715481,0.0004639955295715481,,,,
160,0.0014615497784689069,0.1406068354845047,0.004245946183800697,0.004245946183800697,8.777379844104871e-05,0.0170344989746809,0.00046974935685284436,0.00046974935685284436,52.85658516604956,55.454545454545446,5.491090868475773,3.3512552079263624
161,,,,,8.579897257732227e-05,0.016065895557403564,0.0004445468948688358,0.0004445468948688358,,,,
162,,,,,8.624876500107348e-05,0.016598820686340332,0.00045809493167325854,0.00045809493167325854,,,,
163,,,,,8.591840014560148e-05,0.016303416341543198,0.0004505446122493595,0.0004505446122493595,,,,
164,,,,,8.851935854181647e-05,0.016672281548380852,0.0004610667238011956,0.0004610667238011956,,,,
165,,,,,8.636534766992554e-05,0.01702485792338848,0.000468804151751101,0.000468804151751101,,,,
166,,,,,8.487029845127836e-05,0.0164070762693882,0.000452612031949684,0.000452612031949684,,,,
167,,,,,8.902264380594715e-05,0.017159301787614822,0.0004734938556794077,0.0004734938556794077,,,,
168,,,,,8.892291225492954e-05,0.01731572300195694,0.0004773545661009848,0.0004773545661009848,,,,
169,,,,,8.75077021191828e-05,0.0163468848913908,0.00045242602936923504,0.00045242602936923504,,,,
170,0.0014691537944599986,0.1405513435602188,0.004248360637575388,0.004248360637575388,8.171295485226437e-05,0.015600222162902355,0.0004308620700612664,0.0004308620700612664,53.01496566247135,55.45454545454545,5.776815585452114,3.3521505812831345
171,,,,,8.424974657827988e-05,0.015838738530874252,0.00043809329508803785,0.00043809329508803785,,,,
172,,,,,8.787367551121861e-05,0.017277102917432785,0.0004758644208777696,0.0004758644208777696,,,,
173,,,,,8.400528895435855e-05,0.01615830883383751,0.00044596040970645845,0.00044596040970645845,,,,
174,,,,,8.422503742622212e-05,0.016363630071282387,0.0004512032901402563,0.0004512032901402563,,,,
175,,,,,8.503077697241679e-05,0.01631295122206211,0.0004503392265178263,0.0004503392265178263,,,,
176,,,,,8.562673610867932e-05,0.01636534184217453,0.0004519469221122563,0.0004519469221122563,,,,
177,,,,,9.23013431020081e-05,0.018262891098856926,0.0005027229781262577,0.0005027229781262577,,,,
178,,,,,8.177706331480294e-05,0.015783436596393585,0.0004354744160082191,0.0004354744160082191,,,,
179,,,,,8.45559625304304e-05,0.015388473868370056,0.000426989805418998,0.000426989805418998,,,,
180,0.0014810055727139115,0.14083167910575867,0.00426129437983036,0.00426129437983036,8.685197099111974e-05,0.016543354839086533,0.00045700985356234014,0.00045700985356234014,52.75170433876741,55.22727272727273,6.037419513434512,3.353699332031097
181,,,,,8.489428728353232e-05,0.01577863283455372,0.0004369129310362041,0.0004369129310362041,,,,
182,,,,,8.784409874351695e-05,0.016309445723891258,0.0004516582121141255,0.0004516582121141255,,,,
183,,,,,8.19895722088404e-05,0.015697864815592766,0.00043344139703549445,0.00043344139703549445,,,,
184,,,,,8.489925676258281e-05,0.015996767207980156,0.00044236882240511477,0.00044236882240511477,,,,
185,,,,,8.378869097214192e-05,0.015775684267282486,0.00043628650018945336,0.00043628650018945336,,,,
186,,,,,8.550962229492143e-05,0.016165785491466522,0.00044689944479614496,0.00044689944479614496,,,,
187,,,,,8.51765726110898e-05,0.016224991530179977,0.0004482130752876401,0.0004482130752876401,,,,
188,,,,,8.45697068143636e-05,0.01571032404899597,0.0004350429226178676,0.0004350429226178676,,,,
189,,,,,8.737031021155417e-05,0.016999946907162666,0.0004686838074121624,0.0004686838074121624,,,,
190,0.0014727616216987371,0.14116249978542328,0.004265442956238985,0.004265442956238985,8.6884931079112e-05,0.016627969220280647,0.0004591417091432959,0.0004591417091432959,53.04871221803321,55.45454545454545,5.9943293001601905,3.359760156945213
191,,,,,8.597207488492131e-05,0.016371581703424454,0.0004522755916696042,0.0004522755916696042,,,,
192,,,,,8.498877286911011e-05,0.015371530316770077,0.00042678264435380697,0.00042678264435380697,,,,
193,,,,,8.495646034134552e-05,0.016491388902068138,0.00045476295053958893,0.00045476295053958893,,,,
194,,,,,8.731322304811329e-05,0.01610543020069599,0.00044629236799664795,0.00044629236799664795,,,,
195,,,,,8.293961582239717e-05,0.01578974910080433,0.0004362135077826679,0.0004362135077826679,,,,
196,,,,,8.548720506951213e-05,0.016526691615581512,0.00045591092202812433,0.00045591092202812433,,,,
197,,,,,8.60686632222496e-05,0.01659477688372135,0.00045790374861098826,0.00045790374861098826,,,,
198,,,,,8.578572305850685e-05,0.01656893454492092,0.00045711619895882905,0.00045711619895882905,,,,
199,,,,,8.562899893149734e-05,0.01591036096215248,0.0004405735235195607,0.0004405735235195607,,,,
200,0.0014591891085729003,0.14006970822811127,0.004231337457895279,0.004231337457895279,8.696387521922588e-05,0.01679237373173237,0.0004632913041859865,0.0004632913041859865,52.7966372448604,55.22727272727273,6.126850739688021,3.378019789663645
201,,,,,8.329500269610435e-05,0.01579718105494976,0.00043657704372890294,0.00043657704372890294,,,,
202,,,,,8.549659833079204e-05,0.015588161535561085,0.00043245236156508327,0.00043245236156508327,,,,
203,,,,,8.502115088049322e-05,0.01584501564502716,0.00043863593600690365,0.00043863593600690365,,,,
204,,,,,8.495434303767979e-05,0.015754954889416695,0.0004363510524854064,0.0004363510524854064,,,,
205,,,,,8.369332499569282e-05,0.0155035350471735,0.00042943505104631186,0.00042943505104631186,,,,
206,,,,,8.606619667261839e-05,0.01575094647705555,0.0004368067311588675,0.0004368067311588675,,,,
207,,,,,8.350526331923902e-05,0.016655059531331062,0.0004581290704663843,0.0004581290704663843,,,,
208,,,,,8.466631697956473e-05,0.01597445458173752,0.00044169454486109316,0.00044169454486109316,,,,
209,,,,,8.442625403404236e-05,0.016037939116358757,0.00044316158164292574,0.00044316158164292574,,,,
210,0.0014675098937004805,0.14120954275131226,0.004263993352651596,0.004263993352651596,8.693614654475823e-05,0.01783853769302368,0.0004894315497949719,0.0004894315497949719,52.94645914012857,55.227272727272734,5.575241783272631,3.362632685801485
211,,,,,8.58019120641984e-05,0.015376314520835876,0.0004273088416084647,0.0004273088416084647,,,,
212,,,,,8.475442155031487e-05,0.015944140031933784,0.00044098071521148086,0.00044098071521148086,,,,
213,,,,,8.392048039240763e-05,0.01551153976470232,0.0004297487030271441,0.0004297487030271441,,,,
214,,,,,8.565660391468555e-05,0.016327226534485817,0.00045100899296812713,0.00045100899296812713,,,,
215,,,,,8.414220792474225e-05,0.01618400402367115,0.0004466712416615337,0.0004466712416615337,,,,
216,,,,,8.542846626369283e-05,0.016027096658945084,0.00044339161831885576,0.00044339161831885576,,,,
217,,,,,8.49223870318383e-05,0.015541447326540947,0.0004309973737690598,0.0004309973737690598,,,,
218,,,,,8.340069325640798e-05,0.01605195924639702,0.000442999298684299,0.000442999298684299,,,,
219,,,,,8.434174378635362e-05,0.01577061600983143,0.00043643629760481417,0.00043643629760481417,,,,
220,0.0014815424801781774,0.1426844745874405,0.004307882860302925,0.004307882860302925,8.637804421596229e-05,0.016120994463562965,0.00044621393317356706,0.00044621393317356706,52.91722111668955,55.22727272727273,6.123656246712,3.36348755641298
221,,,,,8.570795034756884e-05,0.01595488004386425,0.0004417260061018169,0.0004417260061018169,,,,
222,,,,,8.372437150683254e-05,0.01599724590778351,0.0004417933232616633,0.0004417933232616633,,,,
223,,,,,8.506455196766183e-05,0.01620636135339737,0.0004476913018152118,0.0004476913018152118,,,,
224,,,,,8.483597775921226e-05,0.015843505039811134,0.00043850557995028794,0.00043850557995028794,,,,
225,,,,,8.190063090296462e-05,0.015232201665639877,0.00042175533599220216,0.00042175533599220216,,,,
226,,,,,8.401423110626638e-05,0.01636609248816967,0.000451159430667758,0.000451159430667758,,,,
227,,,,,8.281472400994971e-05,0.015012010931968689,0.00041670765494927764,0.00041670765494927764,,,,
228,,,,,8.201411401387304e-05,0.015573913231492043,0.00043035484850406647,0.00043035484850406647,,,,
229,,,,,8.33922895253636e-05,0.016082709655165672,0.00044376388541422784,0.00044376388541422784,,,,
230,0.0014706478687003255,0.14178667962551117,0.0042799911461770535,0.0042799911461770535,8.113786316243932e-05,0.014630422927439213,0.0004063294909428805,0.0004063294909428805,52.96016235403047,55.22727272727273,6.015950699382862,3.37217609502457
231,,,,,8.296996384160593e-05,0.016027899459004402,0.0004421824705787003,0.0004421824705787003,,,,
232,,,,,8.032561891013756e-05,0.01569458469748497,0.00043252744944766164,0.00043252744944766164,,,,
233,,,,,8.384544344153255e-05,0.016338160261511803,0.0004503767122514546,0.0004503767122514546,,,,
234,,,,,8.534830703865737e-05,0.01585576683282852,0.0004390683607198298,0.0004390683607198298,,,,
235,,,,,8.59024585224688e-05,0.016282064840197563,0.0004500028444454074,0.0004500028444454074,,,,
236,,,,,8.344481466338038e-05,0.016109101474285126,0.0004444499500095844,0.0004444499500095844,,,,
237,,,,,8.481543773086742e-05,0.015936532989144325,0.0004408210515975952,0.0004408210515975952,,,,
238,,,,,8.317480387631804e-05,0.015752382576465607,0.00043539697071537375,0.00043539697071537375,,,,
239,,,,,8.083909779088572e-05,0.015081752091646194,0.0004174634232185781,0.0004174634232185781,,,,
240,0.0014832926681265235,0.142302006483078,0.0042991964146494865,0.0042991964146494865,8.24486996862106e-05,0.016217254102230072,0.0004466557002160698,0.0004466557002160698,53.083972616750955,55.45454545454545,6.115191185457398,3.3687593334699204
241,,,,,8.44029855215922e-05,0.015951821580529213,0.0004409970424603671,0.0004409970424603671,,,,
242,,,,,8.696007716935128e-05,0.015960942953824997,0.0004425036604516208,0.0004425036604516208,,,,
243,,,,,8.181676093954593e-05,0.015992408618330956,0.00044071857701055706,0.00044071857701055706,,,,
244,,,,,8.215884008677676e-05,0.015420690178871155,0.0004265966999810189,0.0004265966999810189,,,,
245,,,,,8.494713983964175e-05,0.01533556543290615,0.00042586273048073053,0.00042586273048073053,,,,
246,,,,,8.466659346595407e-05,0.014932330697774887,0.0004156415816396475,0.0004156415816396475,,,,
247,,,,,8.37197367218323e-05,0.015206476673483849,0.00042202178156003356,0.00042202178156003356,,,,
