Frame,Nose_x,Nose_y,Nose_likelihood,Left_Ear_x,Left_Ear_y,Left_Ear_likelihood,Right_Ear_x,Right_Ear_y,Right_Ear_likelihood,Body_Center_x,Body_Center_y,Body_Center_likelihood,Left_Body_x,Left_Body_y,Left_Body_likelihood,Right_Body_x,Right_Body_y,Right_Body_likelihood,Tail_Base_x,Tail_Base_y,Tail_Base_likelihood,Head_Center_x,Head_Center_y
719,124.49,167.38,0.36,124.79,162.45,0.36,121.08,163.89,0.4,117.2,154.64,0.11,124.47,151.85,0.14,112.18,155.13,0.13,119.07,143.83,0.31,123.45,164.57
720,124.53,167.38,0.35,124.78,162.43,0.35,121.08,163.9,0.4,121.83,152.05,0.11,124.45,151.82,0.14,112.19,155.16,0.13,119.07,143.82,0.31,123.46,164.57
721,124.52,167.41,0.35,124.79,162.44,0.35,121.06,163.91,0.4,121.82,152.03,0.11,124.44,151.81,0.14,112.16,155.12,0.13,119.09,143.82,0.3,123.46,164.58
722,124.49,167.43,0.36,124.81,162.45,0.36,121.05,163.9,0.4,121.8,152.07,0.12,124.44,151.85,0.14,112.12,155.1,0.13,119.05,143.81,0.31,123.45,164.59
723,124.5,167.46,0.36,124.81,162.46,0.36,121.04,163.93,0.4,121.81,152.02,0.11,124.44,151.8,0.14,112.08,155.07,0.13,119.1,143.83,0.31,123.45,164.62
724,124.49,167.44,0.36,124.81,162.46,0.36,121.05,163.91,0.41,117.18,154.62,0.12,124.46,151.86,0.14,112.1,155.11,0.13,119.04,143.82,0.31,123.45,164.6
725,124.49,167.48,0.36,124.83,162.47,0.36,121.03,163.93,0.41,117.16,154.53,0.12,124.45,151.84,0.14,112.08,155.02,0.13,119.05,143.82,0.31,123.45,164.63
726,124.48,167.46,0.36,124.83,162.47,0.36,121.03,163.92,0.41,117.17,154.54,0.12,124.44,151.86,0.15,112.08,155.03,0.13,119.02,143.81,0.31,123.44,164.62
727,124.47,167.47,0.36,124.83,162.47,0.36,121.01,163.93,0.41,117.14,154.52,0.12,124.42,151.85,0.15,112.04,155.01,0.14,119.03,143.83,0.31,123.44,164.62
728,124.45,167.46,0.37,124.83,162.47,0.36,121.01,163.92,0.41,117.16,154.52,0.12,124.44,151.9,0.15,112.03,155.01,0.14,118.99,143.81,0.32,123.43,164.62
729,124.46,167.48,0.36,124.82,162.46,0.36,121.0,163.93,0.41,117.14,154.5,0.12,124.42,151.88,0.15,112.02,155.0,0.14,118.98,143.83,0.31,123.43,164.62
730,124.47,167.48,0.36,124.81,162.46,0.36,120.99,163.94,0.41,117.11,154.49,0.12,124.41,151.87,0.15,112.01,154.99,0.13,118.98,143.82,0.31,123.42,164.63
731,124.48,167.54,0.36,124.82,162.48,0.36,120.97,163.97,0.41,117.08,154.5,0.12,124.39,151.86,0.15,111.96,154.99,0.13,119.0,143.83,0.31,123.42,164.66
732,124.48,167.59,0.36,124.81,162.5,0.36,120.94,163.99,0.41,117.1,154.54,0.12,124.4,151.9,0.15,111.95,155.03,0.13,118.97,143.81,0.32,123.41,164.69
733,124.48,167.59,0.36,124.82,162.5,0.36,120.95,163.98,0.41,117.12,154.53,0.12,124.4,151.9,0.15,111.95,155.03,0.14,118.98,143.81,0.32,123.41,164.69
734,124.48,167.59,0.36,124.81,162.5,0.36,120.95,163.99,0.41,117.11,154.53,0.12,124.4,151.86,0.15,111.95,155.03,0.13,119.03,143.84,0.31,123.41,164.69
735,124.48,167.58,0.36,124.82,162.49,0.36,120.96,163.97,0.41,117.14,154.55,0.12,124.41,151.88,0.15,112.0,155.05,0.13,119.01,143.84,0.31,123.42,164.68
736,124.47,167.57,0.36,124.81,162.48,0.36,120.96,163.96,0.41,117.15,154.57,0.12,124.41,151.88,0.14,112.02,155.07,0.13,119.01,143.85,0.31,123.42,164.67
737,124.45,167.59,0.36,124.83,162.5,0.36,120.96,163.98,0.41,117.07,154.47,0.12,124.4,151.82,0.14,111.93,154.96,0.13,119.05,143.86,0.31,123.41,164.69
738,124.42,167.57,0.36,124.83,162.51,0.36,120.96,163.97,0.41,117.05,154.4,0.12,124.39,151.8,0.14,111.89,154.89,0.14,119.07,143.87,0.31,123.4,164.68
739,124.41,167.57,0.36,124.83,162.5,0.36,120.96,163.96,0.41,117.11,154.5,0.12,124.41,151.84,0.15,111.97,154.98,0.13,119.03,143.85,0.31,123.4,164.68
740,124.35,167.57,0.37,124.83,162.5,0.36,120.93,163.95,0.41,117.09,154.46,0.12,124.39,151.85,0.15,111.94,154.93,0.14,118.99,143.85,0.31,123.37,164.67
741,124.46,167.49,0.36,124.8,162.45,0.36,120.98,163.93,0.41,117.1,154.51,0.12,124.38,151.82,0.14,112.02,155.01,0.13,119.01,143.85,0.31,123.41,164.62
742,124.57,167.41,0.36,124.76,162.38,0.35,121.01,163.91,0.4,121.73,152.03,0.11,124.37,151.8,0.14,112.12,155.15,0.12,119.0,143.85,0.31,123.45,164.57
743,124.57,167.39,0.36,124.76,162.37,0.35,121.02,163.89,0.4,121.77,152.03,0.11,124.39,151.8,0.14,112.16,155.19,0.12,119.02,143.86,0.31,123.45,164.55
744,124.64,167.6,0.34,124.73,162.43,0.35,120.97,163.98,0.39,121.84,152.08,0.11,124.41,151.87,0.13,112.12,155.33,0.12,119.1,143.84,0.3,123.45,164.67
745,124.65,167.63,0.34,124.74,162.44,0.34,120.97,164.0,0.39,121.85,152.07,0.11,124.42,151.85,0.13,112.12,155.3,0.11,119.09,143.84,0.3,123.45,164.69
746,124.65,167.64,0.33,124.75,162.45,0.34,120.97,164.01,0.39,121.86,152.05,0.11,124.42,151.83,0.13,112.13,155.29,0.11,119.1,143.84,0.3,123.46,164.7
747,124.55,167.64,0.34,124.77,162.47,0.35,120.95,163.99,0.39,121.83,152.11,0.11,124.42,151.9,0.14,112.1,155.25,0.12,119.07,143.85,0.3,123.42,164.7
748,124.43,167.66,0.35,124.81,162.5,0.35,120.94,163.96,0.39,117.15,154.59,0.11,124.45,151.86,0.14,112.05,155.07,0.13,119.06,143.82,0.3,123.39,164.71
749,124.01,168.01,0.39,125.07,162.69,0.38,120.75,164.0,0.43,117.08,154.15,0.14,124.53,151.97,0.15,111.71,154.57,0.16,119.01,143.79,0.32,123.28,164.9
750,123.25,168.32,0.43,125.42,162.78,0.39,120.72,163.68,0.42,117.21,153.9,0.14,124.99,152.21,0.15,111.9,154.06,0.16,118.86,143.68,0.31,123.13,164.93
751,122.43,167.58,0.45,125.45,162.69,0.39,121.02,162.96,0.39,117.4,153.25,0.12,125.36,151.96,0.13,112.58,153.28,0.14,118.77,143.69,0.28,122.97,164.41
752,121.32,167.01,0.4,125.19,162.62,0.35,118.61,156.07,0.36,132.19,157.79,0.09,125.74,151.89,0.11,113.99,151.06,0.09,118.62,143.43,0.26,121.71,161.9
753,120.56,166.22,0.41,124.6,162.32,0.35,118.01,155.45,0.35,122.27,152.02,0.1,125.11,151.72,0.12,114.52,146.44,0.12,117.74,142.93,0.26,121.06,161.33
754,119.64,165.15,0.39,123.9,161.9,0.33,117.57,154.77,0.34,119.74,150.31,0.11,124.37,151.56,0.13,113.94,145.7,0.15,117.1,142.56,0.26,120.37,160.61
755,118.3,165.53,0.39,123.47,161.73,0.32,117.67,154.61,0.37,119.4,150.7,0.12,123.89,152.08,0.13,113.66,145.5,0.19,116.65,142.29,0.25,119.81,160.62
756,117.48,165.26,0.42,123.24,161.65,0.33,117.43,154.69,0.4,119.21,150.69,0.14,123.48,152.16,0.14,113.68,145.3,0.22,116.51,142.3,0.25,119.38,160.53
757,116.91,165.0,0.43,122.95,161.56,0.33,117.29,154.71,0.41,119.03,150.78,0.15,123.17,152.34,0.15,113.65,145.28,0.23,116.52,142.17,0.26,119.05,160.42
758,116.33,164.96,0.46,122.59,161.41,0.34,116.66,154.88,0.42,118.76,150.53,0.16,122.71,152.19,0.16,113.53,145.1,0.25,116.4,142.2,0.26,118.53,160.42
759,116.23,165.06,0.46,118.76,154.42,0.32,116.56,154.75,0.41,118.5,150.53,0.16,122.53,152.25,0.16,113.26,145.02,0.25,116.11,141.28,0.27,117.18,158.08
760,116.51,165.09,0.46,118.74,154.18,0.32,116.61,154.68,0.39,118.45,150.45,0.15,122.54,152.13,0.16,113.15,144.93,0.24,116.0,141.22,0.27,117.28,157.99
761,117.25,165.27,0.44,122.65,161.28,0.31,116.69,154.56,0.36,118.31,150.37,0.14,122.64,152.01,0.15,112.84,144.84,0.22,115.8,141.08,0.27,118.86,160.37
762,117.97,165.31,0.42,122.75,161.28,0.31,116.79,154.49,0.33,118.3,150.25,0.13,122.81,151.86,0.15,112.62,144.82,0.2,115.74,141.06,0.27,119.17,160.36
763,118.62,164.94,0.4,122.85,161.04,0.3,117.25,154.25,0.32,118.11,150.23,0.12,122.81,151.76,0.15,112.31,144.88,0.18,115.66,141.01,0.26,119.57,160.08
764,119.15,164.36,0.41,123.01,161.02,0.3,117.14,154.45,0.32,120.05,151.38,0.12,122.85,151.47,0.15,112.09,144.89,0.18,115.89,141.68,0.27,119.77,159.94
765,119.51,164.49,0.4,123.02,161.1,0.3,117.05,154.53,0.3,120.01,151.36,0.12,122.9,151.4,0.15,112.06,144.97,0.16,115.83,141.62,0.27,119.86,160.04
766,119.86,164.55,0.38,123.02,161.06,0.28,117.08,154.47,0.29,119.93,151.4,0.12,122.9,151.43,0.15,112.0,145.04,0.14,115.77,141.55,0.27,119.99,160.03
767,120.15,164.74,0.38,123.03,161.13,0.28,117.06,154.6,0.29,119.85,151.46,0.12,122.85,151.46,0.15,111.93,145.16,0.14,115.76,141.58,0.27,120.08,160.16
768,120.48,164.87,0.35,122.92,161.15,0.26,117.2,154.45,0.27,119.69,151.64,0.1,122.72,151.6,0.14,111.94,145.32,0.12,115.78,141.59,0.27,120.2,160.15
769,120.91,165.06,0.34,122.88,161.14,0.25,117.4,154.44,0.27,119.55,151.75,0.1,122.56,151.69,0.13,111.91,145.55,0.1,115.82,141.61,0.27,120.4,160.22
770,121.41,165.19,0.31,122.79,161.11,0.22,117.52,154.29,0.24,119.43,151.75,0.09,122.4,151.67,0.12,111.88,145.6,0.08,115.91,141.61,0.26,120.57,160.2
771,121.66,165.43,0.28,117.65,151.34,0.2,117.67,153.94,0.22,119.32,151.92,0.08,122.29,151.87,0.11,113.59,147.68,0.06,115.89,141.48,0.25,118.99,156.9
772,121.61,165.42,0.28,117.55,151.37,0.2,117.73,154.01,0.22,119.18,152.05,0.08,122.16,152.0,0.11,113.51,147.82,0.06,115.82,141.46,0.25,118.96,156.93
773,121.62,165.39,0.27,117.54,151.4,0.2,117.69,154.01,0.21,119.18,152.01,0.08,122.12,151.95,0.11,113.51,147.77,0.06,115.86,141.52,0.25,118.95,156.93
774,121.52,165.88,0.3,122.62,161.41,0.2,116.88,158.71,0.21,119.11,151.98,0.08,122.11,151.96,0.11,111.8,146.05,0.07,116.0,141.57,0.26,120.34,162.0
775,121.14,166.75,0.33,122.59,161.9,0.22,116.18,159.5,0.23,119.06,152.05,0.08,122.1,152.07,0.12,111.63,146.39,0.09,116.25,141.74,0.27,119.97,162.72
776,119.86,167.83,0.31,118.16,158.87,0.21,116.01,159.65,0.22,114.68,152.77,0.07,122.04,152.31,0.09,111.79,146.49,0.07,116.74,142.02,0.25,118.01,162.11
777,119.22,168.37,0.33,120.29,162.05,0.23,114.13,162.86,0.25,114.09,152.84,0.07,121.25,152.68,0.09,111.2,146.56,0.07,116.62,142.22,0.25,117.88,164.42
778,119.15,168.03,0.32,117.52,159.18,0.23,114.37,162.85,0.24,114.17,153.38,0.07,121.3,152.71,0.08,123.31,162.71,0.05,117.02,142.76,0.24,117.01,163.35
779,119.16,167.32,0.26,117.55,158.69,0.21,122.39,155.05,0.28,114.58,154.77,0.06,118.27,153.86,0.06,124.32,163.31,0.05,118.11,143.23,0.21,119.7,160.35
780,119.59,166.94,0.24,117.9,158.44,0.21,123.05,154.53,0.31,115.08,158.46,0.05,118.51,154.32,0.06,127.79,160.25,0.06,118.77,143.26,0.21,120.18,159.97
781,117.39,147.6,0.22,117.8,158.21,0.19,123.23,154.22,0.3,115.22,158.89,0.05,118.33,154.77,0.05,127.72,160.69,0.06,118.95,143.36,0.2,119.47,153.34
782,117.21,146.76,0.24,117.67,157.89,0.18,123.41,153.98,0.31,122.99,160.91,0.05,118.16,155.41,0.05,127.67,161.14,0.06,119.08,143.5,0.19,119.43,152.88
783,117.32,146.86,0.23,117.78,157.97,0.18,123.36,154.26,0.29,122.79,160.68,0.05,118.15,155.23,0.05,127.45,160.75,0.06,119.07,143.64,0.19,119.48,153.03
784,117.42,146.59,0.22,117.88,158.03,0.17,123.41,154.37,0.27,122.63,160.49,0.04,118.14,155.15,0.04,124.99,163.32,0.06,119.22,143.76,0.18,119.57,153.0
785,117.57,146.72,0.21,118.07,158.29,0.17,123.41,154.66,0.26,123.29,161.64,0.04,118.26,154.87,0.04,124.89,163.21,0.06,119.31,143.85,0.18,119.68,153.23
786,117.76,146.79,0.2,118.24,158.43,0.18,123.45,154.87,0.25,123.38,161.61,0.04,118.36,154.69,0.04,124.9,163.19,0.06,119.45,143.98,0.18,119.81,153.36
787,119.22,149.78,0.2,118.51,158.81,0.21,123.47,155.6,0.24,123.28,161.47,0.05,120.38,156.02,0.04,124.79,163.08,0.07,119.43,144.31,0.18,120.4,154.73
788,119.58,150.36,0.2,118.9,159.18,0.22,120.44,159.47,0.24,123.41,161.37,0.04,118.76,154.2,0.04,124.69,163.01,0.07,119.61,144.56,0.18,119.64,156.34
789,119.6,150.43,0.2,118.97,159.38,0.23,120.35,159.7,0.24,123.35,161.26,0.04,120.7,155.69,0.04,124.59,162.91,0.07,119.64,144.56,0.19,119.64,156.5
790,119.3,150.03,0.21,118.39,159.16,0.22,123.38,155.97,0.25,123.08,161.73,0.05,118.33,154.67,0.04,124.84,163.34,0.09,119.49,144.79,0.17,120.36,155.06
791,117.55,148.0,0.22,118.12,159.32,0.22,122.8,156.37,0.23,122.63,161.65,0.05,119.93,156.35,0.04,124.66,163.35,0.1,118.97,144.93,0.15,119.49,154.56
792,117.46,147.95,0.22,118.04,159.26,0.21,122.79,156.3,0.24,123.04,162.12,0.05,118.01,154.52,0.03,124.98,163.75,0.1,119.09,145.11,0.14,119.43,154.51
793,117.12,147.77,0.25,117.73,158.92,0.2,122.75,155.91,0.27,123.76,163.05,0.07,118.08,155.21,0.04,125.69,164.26,0.1,119.03,144.94,0.13,119.2,154.2
794,117.06,147.82,0.26,117.64,158.78,0.2,122.69,155.73,0.28,123.96,163.3,0.08,118.1,155.26,0.04,125.87,164.33,0.1,118.96,144.87,0.12,119.13,154.11
795,116.94,148.05,0.26,117.62,158.86,0.21,122.59,155.83,0.29,123.85,163.31,0.08,118.04,155.09,0.04,125.67,164.33,0.1,118.79,144.88,0.12,119.05,154.25
796,116.81,148.09,0.26,117.52,158.84,0.21,122.52,155.77,0.28,123.73,163.32,0.07,117.96,155.03,0.04,125.59,164.34,0.1,118.67,144.82,0.12,118.95,154.23
797,116.83,148.1,0.25,117.51,159.02,0.22,122.54,155.91,0.29,123.43,163.06,0.06,117.91,155.03,0.04,125.32,164.22,0.09,118.66,144.8,0.13,118.96,154.34
798,116.79,148.0,0.25,117.47,159.18,0.22,122.56,155.99,0.29,114.86,155.55,0.06,115.09,158.7,0.04,125.04,164.07,0.09,118.66,144.71,0.14,118.94,154.39
799,116.78,147.94,0.25,117.44,159.23,0.22,122.56,155.97,0.29,114.85,155.57,0.06,115.14,158.74,0.04,125.0,164.07,0.09,118.68,144.67,0.14,118.93,154.38
800,116.8,147.98,0.25,117.43,159.22,0.22,122.56,155.97,0.29,114.83,155.54,0.06,115.13,158.72,0.04,125.0,164.08,0.09,118.68,144.71,0.14,118.93,154.39
801,116.8,148.0,0.25,117.46,159.23,0.22,122.54,155.96,0.29,114.82,155.43,0.06,115.16,158.65,0.04,124.97,164.05,0.09,118.68,144.68,0.14,118.93,154.4
802,116.77,148.1,0.25,117.49,159.21,0.22,122.51,155.98,0.29,114.81,155.36,0.06,118.0,155.04,0.04,124.98,164.04,0.09,118.64,144.72,0.14,118.93,154.43
803,116.74,148.25,0.25,117.57,159.29,0.23,122.47,156.07,0.29,114.77,155.16,0.06,118.08,154.86,0.04,124.91,164.02,0.09,118.57,144.7,0.14,118.92,154.54
804,116.65,148.36,0.25,117.59,159.3,0.23,122.43,156.1,0.29,114.76,155.06,0.06,118.12,154.8,0.04,124.85,164.01,0.09,118.49,144.69,0.15,118.89,154.59
805,116.47,148.59,0.27,117.7,159.39,0.25,122.41,156.29,0.3,114.79,154.8,0.07,118.27,154.68,0.05,124.73,164.02,0.09,118.26,144.68,0.17,118.86,154.76
806,116.36,148.73,0.29,117.62,159.25,0.25,122.4,156.21,0.31,114.72,154.57,0.08,118.32,154.74,0.05,124.91,164.21,0.1,118.15,144.76,0.17,118.79,154.73
807,116.25,149.2,0.3,117.92,159.88,0.29,116.02,160.37,0.31,114.94,153.97,0.1,118.97,154.58,0.06,124.38,163.58,0.09,117.85,144.67,0.22,116.73,156.48
808,118.26,169.88,0.31,118.14,160.4,0.31,115.91,160.65,0.33,115.15,153.59,0.11,119.44,154.54,0.07,124.12,163.0,0.09,117.91,144.61,0.23,117.44,163.65
809,118.0,170.05,0.32,118.14,160.6,0.31,115.83,160.73,0.34,115.18,153.5,0.11,117.28,158.33,0.07,114.32,147.92,0.09,117.88,144.48,0.24,117.32,163.79
810,117.58,169.8,0.33,118.1,160.47,0.32,116.09,160.34,0.34,115.32,153.92,0.11,117.19,158.7,0.07,114.56,148.13,0.1,117.9,144.58,0.23,117.26,163.54
811,116.52,169.26,0.36,118.31,160.6,0.34,116.36,159.76,0.37,124.91,160.91,0.12,125.4,161.57,0.12,114.96,148.2,0.13,118.14,144.53,0.22,117.06,163.21
812,115.85,168.65,0.38,118.31,160.53,0.34,116.78,157.16,0.37,125.55,161.3,0.14,125.51,162.03,0.15,115.28,148.02,0.14,118.43,144.53,0.2,116.98,162.11
813,115.46,168.46,0.39,118.14,160.53,0.34,116.84,157.0,0.36,125.7,161.61,0.15,125.38,162.33,0.16,126.55,160.49,0.14,118.52,144.57,0.18,116.81,162.0
814,115.12,168.27,0.39,117.93,160.41,0.33,119.19,156.59,0.36,125.84,161.73,0.15,125.26,162.51,0.16,126.8,160.58,0.15,118.64,144.65,0.16,117.41,161.76
815,114.91,168.16,0.4,117.82,160.35,0.34,119.18,156.53,0.36,125.79,161.8,0.16,125.16,162.57,0.17,126.78,160.63,0.15,118.63,144.64,0.15,117.3,161.68
816,114.7,168.03,0.4,117.63,160.23,0.34,119.23,156.39,0.36,125.69,161.91,0.16,124.98,162.67,0.17,126.82,160.81,0.15,118.64,144.63,0.14,117.19,161.55
817,114.46,167.96,0.4,117.49,160.18,0.34,119.2,156.35,0.36,125.61,161.99,0.16,124.86,162.74,0.17,127.77,159.99,0.15,118.63,144.63,0.14,117.05,161.5
818,114.21,167.91,0.4,117.31,160.18,0.34,119.16,156.3,0.36,125.51,162.03,0.16,124.75,162.8,0.17,127.74,160.12,0.15,118.63,144.6,0.14,116.89,161.46
819,114.29,167.98,0.4,117.25,160.09,0.34,119.12,156.33,0.36,125.29,161.99,0.16,124.62,162.73,0.17,127.67,160.18,0.15,118.54,144.51,0.14,116.89,161.46
820,114.35,168.08,0.4,117.27,160.13,0.34,119.06,156.41,0.36,125.25,161.9,0.16,124.64,162.64,0.17,127.63,160.11,0.15,118.52,144.48,0.14,116.89,161.54
821,114.52,168.28,0.4,117.33,160.27,0.34,118.99,156.57,0.35,125.2,161.82,0.16,124.69,162.56,0.16,127.57,160.07,0.15,118.46,144.43,0.15,116.95,161.71
822,114.84,168.43,0.4,117.57,160.37,0.35,118.94,156.82,0.36,125.17,161.66,0.17,124.75,162.38,0.16,127.46,159.81,0.16,118.38,144.41,0.17,117.11,161.87
823,115.49,168.41,0.38,117.74,160.11,0.35,119.11,156.85,0.37,124.84,161.57,0.16,124.68,162.13,0.15,126.1,160.78,0.15,118.32,144.38,0.19,117.45,161.79
824,115.94,149.14,0.36,117.69,159.56,0.33,119.5,156.51,0.36,124.4,161.21,0.12,124.45,161.74,0.11,114.89,147.94,0.13,118.15,144.36,0.21,117.71,155.07
825,116.01,149.21,0.35,117.61,159.37,0.3,122.1,156.63,0.32,115.11,154.79,0.09,118.92,154.98,0.08,114.58,147.46,0.11,117.81,144.27,0.23,118.57,155.07
826,116.13,148.98,0.34,117.37,158.93,0.26,122.36,156.05,0.32,124.06,163.25,0.08,118.42,154.99,0.06,125.41,163.89,0.1,117.92,144.38,0.2,118.62,154.66
827,116.22,148.89,0.32,117.41,158.79,0.24,122.32,155.85,0.31,124.17,163.38,0.08,118.3,154.79,0.06,125.58,164.04,0.09,118.03,144.44,0.18,118.65,154.51
828,116.41,148.73,0.28,117.54,158.8,0.22,122.23,155.73,0.29,114.68,154.89,0.06,118.22,154.37,0.05,125.29,164.0,0.08,118.16,144.43,0.16,118.73,154.42
829,116.76,148.37,0.28,117.59,158.49,0.2,122.23,155.55,0.26,123.7,163.05,0.07,117.9,154.27,0.05,125.37,164.24,0.09,118.29,144.88,0.12,118.86,154.14
830,116.93,148.17,0.25,117.58,158.54,0.18,122.22,155.52,0.24,123.21,162.79,0.06,117.74,154.04,0.04,125.12,164.24,0.09,118.35,144.99,0.11,118.91,154.08
831,117.13,148.34,0.24,117.78,158.85,0.18,122.3,155.93,0.23,122.98,162.6,0.05,117.81,153.86,0.03,124.89,164.16,0.09,118.49,145.24,0.11,119.07,154.38
832,117.36,148.29,0.22,117.94,159.14,0.19,122.49,156.27,0.22,122.7,162.27,0.05,117.82,153.85,0.03,124.67,163.91,0.09,118.64,145.37,0.11,119.26,154.57
833,117.8,148.54,0.19,118.48,159.7,0.18,117.51,160.92,0.2,122.89,162.24,0.04,115.32,140.07,0.03,124.71,163.88,0.08,119.16,145.77,0.1,117.93,156.39
834,117.9,148.58,0.19,118.62,159.91,0.19,117.53,161.22,0.21,122.78,161.97,0.04,118.12,153.24,0.03,124.61,163.65,0.08,119.18,145.85,0.11,118.02,156.57
835,117.78,148.47,0.19,118.58,159.85,0.19,117.48,161.15,0.21,122.95,161.98,0.04,115.44,140.08,0.03,124.75,163.61,0.08,119.22,145.69,0.11,117.94,156.49
836,117.66,148.22,0.2,118.41,159.67,0.19,117.58,161.03,0.21,123.0,161.98,0.04,118.22,153.81,0.03,124.92,163.57,0.08,119.2,145.54,0.11,117.88,156.31
837,117.69,148.26,0.2,118.48,159.75,0.19,117.49,161.06,0.21,123.1,162.02,0.03,118.37,153.68,0.03,124.91,163.59,0.08,119.22,145.48,0.12,117.89,156.35
838,117.66,148.34,0.19,118.62,159.85,0.19,117.42,161.1,0.21,123.24,162.03,0.03,118.53,153.57,0.03,124.94,163.57,0.08,119.21,145.49,0.12,117.9,156.43
839,117.65,148.3,0.19,118.6,159.85,0.19,117.36,161.13,0.21,123.25,162.01,0.03,118.51,153.56,0.03,124.95,163.56,0.08,119.22,145.45,0.12,117.87,156.43
840,117.59,148.27,0.2,118.57,159.85,0.19,117.4,161.12,0.21,123.23,162.01,0.03,118.51,153.68,0.03,124.96,163.54,0.08,119.19,145.43,0.12,117.85,156.41
841,117.58,148.12,0.2,118.42,159.76,0.19,122.75,156.72,0.22,123.08,161.97,0.03,118.38,153.86,0.03,124.96,163.51,0.08,119.2,145.37,0.12,119.58,154.87
842,117.59,148.13,0.2,118.42,159.77,0.19,122.76,156.75,0.22,123.08,161.97,0.03,118.37,153.84,0.03,124.94,163.51,0.08,119.2,145.38,0.12,119.59,154.88
843,117.6,148.16,0.2,118.46,159.76,0.19,122.76,156.7,0.21,123.1,161.99,0.03,118.4,153.8,0.03,124.92,163.52,0.08,119.19,145.39,0.12,119.61,154.87
844,117.6,148.17,0.2,118.43,159.7,0.19,122.76,156.7,0.21,123.06,161.99,0.03,118.33,153.78,0.03,124.89,163.54,0.08,119.17,145.41,0.12,119.6,154.86
845,117.63,148.29,0.19,118.54,159.76,0.19,117.42,161.1,0.21,123.07,161.96,0.03,118.38,153.57,0.03,124.83,163.52,0.08,119.14,145.46,0.13,117.86,156.38
846,117.7,148.24,0.19,118.57,159.71,0.19,117.48,161.05,0.21,123.08,161.94,0.04,118.3,153.54,0.03,124.84,163.52,0.08,119.18,145.5,0.12,117.92,156.33
847,117.82,148.38,0.19,118.73,159.84,0.19,117.51,161.13,0.21,123.13,161.96,0.04,118.34,153.29,0.03,124.78,163.58,0.08,119.21,145.63,0.12,118.02,156.45
848,117.98,148.43,0.18,118.81,159.85,0.19,117.6,161.21,0.21,123.08,161.9,0.04,118.29,153.16,0.03,124.72,163.58,0.08,119.24,145.72,0.12,118.13,156.5
849,118.16,148.85,0.18,119.23,160.1,0.18,117.61,161.37,0.22,126.88,163.57,0.03,118.54,152.61,0.03,124.64,163.65,0.07,119.33,145.95,0.11,118.33,156.77
850,123.63,166.87,0.18,123.23,162.39,0.19,117.76,161.7,0.23,127.06,163.63,0.04,118.68,152.24,0.03,124.34,163.59,0.06,119.39,146.22,0.11,121.54,163.65
851,123.86,166.86,0.23,123.32,162.31,0.22,117.92,161.93,0.26,127.09,163.59,0.04,118.79,151.84,0.04,123.86,163.4,0.06,119.29,146.43,0.12,121.7,163.7
852,124.17,166.5,0.25,123.29,162.16,0.23,118.76,163.65,0.27,115.11,154.07,0.05,118.75,151.71,0.04,123.69,163.49,0.07,119.26,146.59,0.12,122.08,164.11
853,125.03,166.52,0.27,123.53,162.17,0.25,121.42,164.22,0.3,114.97,154.09,0.05,118.81,151.61,0.05,123.45,163.53,0.07,119.35,146.72,0.13,123.33,164.3
854,125.05,166.37,0.25,123.58,162.15,0.24,121.58,164.17,0.29,122.88,161.71,0.05,118.79,151.66,0.05,123.62,163.69,0.07,119.41,146.81,0.12,123.4,164.23
855,124.95,166.38,0.25,123.53,162.15,0.24,121.52,164.12,0.29,122.88,161.68,0.05,118.8,151.73,0.05,123.64,163.64,0.07,119.35,146.73,0.12,123.33,164.22
856,124.92,166.48,0.24,123.52,162.18,0.23,119.1,163.82,0.28,122.87,161.65,0.05,118.76,151.68,0.05,123.66,163.64,0.07,119.35,146.7,0.12,122.52,164.16
857,124.12,166.24,0.22,123.25,162.08,0.21,118.29,161.56,0.26,126.98,163.72,0.04,118.64,151.98,0.04,123.94,163.71,0.06,119.29,146.55,0.11,121.89,163.29
858,123.24,165.95,0.19,123.12,162.09,0.18,118.18,160.96,0.23,126.99,163.82,0.04,118.64,152.39,0.04,124.51,163.92,0.06,119.24,146.39,0.09,121.51,163.0
859,117.94,148.86,0.19,119.09,159.57,0.18,117.95,160.6,0.21,123.48,162.15,0.04,118.66,152.7,0.03,124.69,163.85,0.07,119.14,145.89,0.1,118.33,156.34
860,117.54,148.33,0.21,118.64,159.05,0.17,122.43,156.1,0.19,124.01,162.66,0.05,118.62,153.32,0.03,125.36,164.05,0.08,119.02,145.44,0.09,119.54,154.5
861,116.72,147.83,0.27,118.21,158.18,0.16,120.59,154.46,0.24,125.0,163.4,0.09,122.98,163.36,0.04,126.41,164.1,0.08,118.59,144.73,0.09,118.5,153.49
862,116.78,148.24,0.27,118.33,158.16,0.16,120.5,154.51,0.24,125.29,163.51,0.09,123.26,163.53,0.05,126.47,164.03,0.08,118.55,144.68,0.1,118.53,153.64
863,116.62,148.61,0.28,117.47,153.53,0.18,120.28,154.63,0.25,125.32,163.52,0.09,118.98,153.23,0.05,126.34,163.96,0.08,118.22,144.55,0.11,118.12,152.25
864,116.53,148.89,0.28,117.54,153.57,0.19,120.09,154.68,0.25,125.33,163.55,0.08,118.99,152.98,0.05,126.29,163.94,0.08,118.03,144.47,0.12,118.05,152.38
